date,restaurant_id,restaurant_location,item_id,item_name,category,units_sold,selling_price,discount,promotion_flag,day_of_week,weekend_flag,holiday_flag,weather_condition,temperature,special_event,inventory_available,waste_units,stockout_flag,true_demand
2025-05-08,R03,Hyderabad - Gachibowli,I16,Paneer Tikka,Starters,40,199.0,0.0,0,3,0,0,Sunny,33.0,0,42,2,0,40
2025-05-08,R03,Hyderabad - Gachibowli,I17,Veg Spring Rolls,Starters,28,159.0,0.0,0,3,0,0,Sunny,33.0,0,28,0,1,29
2025-05-08,R03,Hyderabad - Gachibowli,I18,Chicken Lollipop,Starters,20,229.0,0.0,0,3,0,0,Sunny,33.0,0,39,19,0,20
2025-05-08,R03,Hyderabad - Gachibowli,I19,Gulab Jamun,Desserts,39,89.0,0.0,0,3,0,0,Sunny,33.0,0,55,16,0,39
2025-05-08,R03,Hyderabad - Gachibowli,I20,Rasmalai,Desserts,22,99.0,0.0,0,3,0,0,Sunny,33.0,0,35,13,0,22
2025-05-08,R03,Hyderabad - Gachibowli,I21,Gajar Halwa,Desserts,11,109.0,0.0,0,3,0,0,Sunny,33.0,0,13,2,0,11
2025-05-08,R03,Hyderabad - Gachibowli,I22,Ice Cream Sundae,Desserts,47,129.0,0.0,0,3,0,0,Sunny,33.0,0,55,8,0,47
2025-05-08,R03,Hyderabad - Gachibowli,I23,Masala Chai,Beverages,96,40.0,0.0,0,3,0,0,Sunny,33.0,0,110,14,0,96
2025-05-08,R03,Hyderabad - Gachibowli,I24,Cold Coffee,Beverages,76,99.0,0.0,0,3,0,0,Sunny,33.0,0,100,24,0,76
2025-05-08,R03,Hyderabad - Gachibowli,I25,Fresh Lime Soda,Beverages,76,69.0,0.0,0,3,0,0,Sunny,33.0,0,89,13,0,76
2025-05-08,R03,Hyderabad - Gachibowli,I26,Mango Lassi,Beverages,51,89.0,0.0,0,3,0,0,Sunny,33.0,0,65,14,0,51
2025-05-08,R03,Hyderabad - Gachibowli,I27,Mineral Water,Beverages,90,30.0,0.0,0,3,0,0,Sunny,33.0,0,117,27,0,90
2025-05-08,R03,Hyderabad - Gachibowli,I28,Veg Fried Rice,Biryani & Rice,13,179.0,0.0,0,3,0,0,Sunny,33.0,0,28,15,0,13
2025-05-08,R03,Hyderabad - Gachibowli,I29,Chicken Fried Rice,Biryani & Rice,38,219.0,0.0,0,3,0,0,Sunny,33.0,0,38,0,1,46
2025-05-08,R03,Hyderabad - Gachibowli,I30,Soup of the Day,Starters,11,129.0,0.0,0,3,0,0,Sunny,33.0,0,13,2,0,11
2025-05-09,R01,Bengaluru - Koramangala,I01,Chicken Biryani,Biryani & Rice,84,249.0,0.0,0,4,0,0,Hot,37.2,0,124,40,0,84
2025-05-09,R01,Bengaluru - Koramangala,I02,Veg Biryani,Biryani & Rice,29,199.0,0.0,0,4,0,0,Hot,37.2,0,78,49,0,29
2025-05-09,R01,Bengaluru - Koramangala,I03,Mutton Biryani,Biryani & Rice,35,329.0,0.0,0,4,0,0,Hot,37.2,0,46,11,0,35
2025-05-09,R01,Bengaluru - Koramangala,I04,Jeera Rice,Biryani & Rice,30,149.0,0.0,0,4,0,0,Hot,37.2,0,36,6,0,30
2025-05-09,R01,Bengaluru - Koramangala,I05,Butter Chicken,Main Course,66,269.0,0.0,0,4,0,0,Hot,37.2,0,66,0,1,75
2025-05-09,R01,Bengaluru - Koramangala,I06,Paneer Butter Masala,Main Course,54,229.0,0.0,0,4,0,0,Hot,37.2,0,54,0,1,62
2025-05-09,R01,Bengaluru - Koramangala,I07,Dal Makhani,Main Course,39,179.0,0.0,0,4,0,0,Hot,37.2,0,58,19,0,39
2025-05-09,R01,Bengaluru - Koramangala,I08,Chicken Tikka Masala,Main Course,31,259.0,0.0,0,4,0,0,Hot,37.2,0,66,35,0,31
2025-05-09,R01,Bengaluru - Koramangala,I09,Palak Paneer,Main Course,36,209.0,0.0,0,4,0,0,Hot,37.2,0,54,18,0,36
2025-05-09,R01,Bengaluru - Koramangala,I10,Kadai Chicken,Main Course,29,249.0,0.0,0,4,0,0,Hot,37.2,0,57,28,0,29
2025-05-09,R01,Bengaluru - Koramangala,I11,Butter Naan,Breads,79,45.0,0.0,0,4,0,0,Hot,37.2,0,130,51,0,79
2025-05-09,R01,Bengaluru - Koramangala,I12,Garlic Naan,Breads,91,55.0,0.0,0,4,0,0,Hot,37.2,0,91,0,1,98
2025-05-09,R01,Bengaluru - Koramangala,I13,Tandoori Roti,Breads,52,30.0,0.0,0,4,0,0,Hot,37.2,0,108,56,0,52
2025-05-09,R01,Bengaluru - Koramangala,I14,Laccha Paratha,Breads,17,50.0,0.0,0,4,0,0,Hot,37.2,0,62,45,0,17
2025-05-09,R01,Bengaluru - Koramangala,I15,Chicken 65,Starters,55,219.0,0.0,0,4,0,0,Hot,37.2,0,78,23,0,55
2025-05-09,R01,Bengaluru - Koramangala,I16,Paneer Tikka,Starters,60,199.0,0.0,0,4,0,0,Hot,37.2,0,60,0,1,68
2025-05-09,R01,Bengaluru - Koramangala,I17,Veg Spring Rolls,Starters,24,159.0,0.0,0,4,0,0,Hot,37.2,0,39,15,0,24
2025-05-09,R01,Bengaluru - Koramangala,I18,Chicken Lollipop,Starters,30,229.0,0.0,0,4,0,0,Hot,37.2,0,48,18,0,30
2025-05-09,R01,Bengaluru - Koramangala,I19,Gulab Jamun,Desserts,42,89.0,0.0,0,4,0,0,Hot,37.2,0,52,10,0,42
2025-05-09,R01,Bengaluru - Koramangala,I20,Rasmalai,Desserts,24,99.0,0.0,0,4,0,0,Hot,37.2,0,36,12,0,24
2025-05-09,R01,Bengaluru - Koramangala,I21,Gajar Halwa,Desserts,14,109.0,0.0,0,4,0,0,Hot,37.2,0,14,0,1,18
2025-05-09,R01,Bengaluru - Koramangala,I22,Ice Cream Sundae,Desserts,57,129.0,0.0,0,4,0,0,Hot,37.2,0,74,17,0,57
2025-05-09,R01,Bengaluru - Koramangala,I23,Masala Chai,Beverages,85,40.0,0.0,0,4,0,0,Hot,37.2,0,111,26,0,85
2025-05-09,R01,Bengaluru - Koramangala,I24,Cold Coffee,Beverages,131,99.0,0.0,0,4,0,0,Hot,37.2,0,131,0,1,166
2025-05-09,R01,Bengaluru - Koramangala,I25,Fresh Lime Soda,Beverages,137,69.0,0.0,0,4,0,0,Hot,37.2,0,137,0,1,180
2025-05-09,R01,Bengaluru - Koramangala,I26,Mango Lassi,Beverages,48,89.0,0.0,0,4,0,0,Hot,37.2,0,128,80,0,48
2025-05-09,R01,Bengaluru - Koramangala,I27,Mineral Water,Beverages,93,30.0,0.0,0,4,0,0,Hot,37.2,0,113,20,0,93
2025-05-09,R01,Bengaluru - Koramangala,I28,Veg Fried Rice,Biryani & Rice,23,179.0,0.0,0,4,0,0,Hot,37.2,0,29,6,0,23
2025-05-09,R01,Bengaluru - Koramangala,I29,Chicken Fried Rice,Biryani & Rice,8,219.0,0.0,0,4,0,0,Hot,37.2,0,37,29,0,8
2025-05-09,R01,Bengaluru - Koramangala,I30,Soup of the Day,Starters,7,129.0,0.0,0,4,0,0,Hot,37.2,0,12,5,0,7
2025-05-09,R02,Pune - Kalyani Nagar,I01,Chicken Biryani,Biryani & Rice,65,249.0,0.0,0,4,0,0,Hot,37.2,0,106,41,0,65
2025-05-09,R02,Pune - Kalyani Nagar,I02,Veg Biryani,Biryani & Rice,39,199.0,0.0,0,4,0,0,Hot,37.2,0,52,13,0,39
2025-05-09,R02,Pune - Kalyani Nagar,I03,Mutton Biryani,Biryani & Rice,40,329.0,0.0,0,4,0,0,Hot,37.2,0,40,0,1,41
2025-05-09,R02,Pune - Kalyani Nagar,I04,Jeera Rice,Biryani & Rice,35,149.0,0.0,0,4,0,0,Hot,37.2,0,35,0,1,38
2025-05-09,R02,Pune - Kalyani Nagar,I05,Butter Chicken,Main Course,34,269.0,0.0,0,4,0,0,Hot,37.2,0,62,28,0,34
2025-05-09,R02,Pune - Kalyani Nagar,I06,Paneer Butter Masala,Main Course,26,229.0,0.0,0,4,0,0,Hot,37.2,0,42,16,0,26
2025-05-09,R02,Pune - Kalyani Nagar,I07,Dal Makhani,Main Course,35,179.0,0.0,0,4,0,0,Hot,37.2,0,50,15,0,35
2025-05-09,R02,Pune - Kalyani Nagar,I08,Chicken Tikka Masala,Main Course,30,259.0,0.0,0,4,0,0,Hot,37.2,0,40,10,0,30
2025-05-09,R02,Pune - Kalyani Nagar,I09,Palak Paneer,Main Course,37,209.0,0.0,0,4,0,0,Hot,37.2,0,37,0,1,48
2025-05-09,R02,Pune - Kalyani Nagar,I10,Kadai Chicken,Main Course,27,249.0,0.0,0,4,0,0,Hot,37.2,0,42,15,0,27
2025-05-09,R02,Pune - Kalyani Nagar,I11,Butter Naan,Breads,95,45.0,0.0,0,4,0,0,Hot,37.2,0,137,42,0,95
2025-05-09,R02,Pune - Kalyani Nagar,I12,Garlic Naan,Breads,43,55.0,0.0,0,4,0,0,Hot,37.2,0,78,35,0,43
2025-05-09,R02,Pune - Kalyani Nagar,I13,Tandoori Roti,Breads,88,30.0,0.0,0,4,0,0,Hot,37.2,0,91,3,0,88
2025-05-09,R02,Pune - Kalyani Nagar,I14,Laccha Paratha,Breads,32,50.0,0.0,0,4,0,0,Hot,37.2,0,45,13,0,32
2025-05-09,R02,Pune - Kalyani Nagar,I15,Chicken 65,Starters,66,219.0,0.0,0,4,0,0,Hot,37.2,0,66,0,1,74
2025-05-09,R02,Pune - Kalyani Nagar,I16,Paneer Tikka,Starters,48,199.0,0.0,0,4,0,0,Hot,37.2,0,49,1,0,48
2025-05-09,R02,Pune - Kalyani Nagar,I17,Veg Spring Rolls,Starters,17,159.0,0.0,0,4,0,0,Hot,37.2,0,29,12,0,17
2025-05-09,R02,Pune - Kalyani Nagar,I18,Chicken Lollipop,Starters,19,229.0,0.0,0,4,0,0,Hot,37.2,0,37,18,0,19
2025-05-09,R02,Pune - Kalyani Nagar,I19,Gulab Jamun,Desserts,24,89.0,0.0,0,4,0,0,Hot,37.2,0,34,10,0,24
2025-05-09,R02,Pune - Kalyani Nagar,I20,Rasmalai,Desserts,26,99.0,0.0,0,4,0,0,Hot,37.2,0,26,0,1,36
2025-05-09,R02,Pune - Kalyani Nagar,I21,Gajar Halwa,Desserts,8,109.0,0.0,0,4,0,0,Hot,37.2,0,11,3,0,8
2025-05-09,R02,Pune - Kalyani Nagar,I22,Ice Cream Sundae,Desserts,22,129.0,0.0,0,4,0,0,Hot,37.2,0,53,31,0,22
2025-05-09,R02,Pune - Kalyani Nagar,I23,Masala Chai,Beverages,66,40.0,0.0,0,4,0,0,Hot,37.2,0,79,13,0,66
2025-05-09,R02,Pune - Kalyani Nagar,I24,Cold Coffee,Beverages,77,99.0,0.0,0,4,0,0,Hot,37.2,0,122,45,0,77
2025-05-09,R02,Pune - Kalyani Nagar,I25,Fresh Lime Soda,Beverages,65,69.0,0.0,0,4,0,0,Hot,37.2,0,104,39,0,65
2025-05-09,R02,Pune - Kalyani Nagar,I26,Mango Lassi,Beverages,71,89.0,0.0,0,4,0,0,Hot,37.2,0,71,0,1,72
2025-05-09,R02,Pune - Kalyani Nagar,I27,Mineral Water,Beverages,96,30.0,0.0,0,4,0,0,Hot,37.2,0,105,9,0,96
2025-05-09,R02,Pune - Kalyani Nagar,I28,Veg Fried Rice,Biryani & Rice,18,179.0,0.0,0,4,0,0,Hot,37.2,0,24,6,0,18
2025-05-09,R02,Pune - Kalyani Nagar,I29,Chicken Fried Rice,Biryani & Rice,30,219.0,0.0,0,4,0,0,Hot,37.2,0,30,0,1,33
2025-05-09,R02,Pune - Kalyani Nagar,I30,Soup of the Day,Starters,9,129.0,0.0,0,4,0,0,Hot,37.2,0,11,2,0,9
2025-05-09,R03,Hyderabad - Gachibowli,I01,Chicken Biryani,Biryani & Rice,116,249.0,0.0,0,4,0,0,Hot,37.2,0,132,16,0,116
2025-05-09,R03,Hyderabad - Gachibowli,I02,Veg Biryani,Biryani & Rice,27,199.0,0.0,0,4,0,0,Hot,37.2,0,58,31,0,27
2025-05-09,R03,Hyderabad - Gachibowli,I03,Mutton Biryani,Biryani & Rice,30,329.0,0.0,0,4,0,0,Hot,37.2,0,43,13,0,30
2025-05-09,R03,Hyderabad - Gachibowli,I04,Jeera Rice,Biryani & Rice,12,149.0,0.0,0,4,0,0,Hot,37.2,0,26,14,0,12
2025-05-09,R03,Hyderabad - Gachibowli,I05,Butter Chicken,Main Course,63,269.0,0.0,0,4,0,0,Hot,37.2,0,66,3,0,63
2025-05-09,R03,Hyderabad - Gachibowli,I06,Paneer Butter Masala,Main Course,25,229.0,0.0,0,4,0,0,Hot,37.2,0,55,30,0,25
2025-05-09,R03,Hyderabad - Gachibowli,I07,Dal Makhani,Main Course,25,179.0,0.0,0,4,0,0,Hot,37.2,0,53,28,0,25
2025-05-09,R03,Hyderabad - Gachibowli,I08,Chicken Tikka Masala,Main Course,44,259.0,0.0,0,4,0,0,Hot,37.2,0,44,0,1,47
2025-05-09,R03,Hyderabad - Gachibowli,I09,Palak Paneer,Main Course,26,209.0,0.0,0,4,0,0,Hot,37.2,0,48,22,0,26
2025-05-09,R03,Hyderabad - Gachibowli,I10,Kadai Chicken,Main Course,39,249.0,0.0,0,4,0,0,Hot,37.2,0,39,0,0,39
2025-05-09,R03,Hyderabad - Gachibowli,I11,Butter Naan,Breads,93,45.0,0.0,0,4,0,0,Hot,37.2,0,124,31,0,93
2025-05-09,R03,Hyderabad - Gachibowli,I12,Garlic Naan,Breads,79,55.0,0.0,0,4,0,0,Hot,37.2,0,97,18,0,79
2025-05-09,R03,Hyderabad - Gachibowli,I13,Tandoori Roti,Breads,37,30.0,0.0,0,4,0,0,Hot,37.2,0,107,70,0,37
2025-05-09,R03,Hyderabad - Gachibowli,I14,Laccha Paratha,Breads,40,50.0,0.0,0,4,0,0,Hot,37.2,0,49,9,0,40
2025-05-09,R03,Hyderabad - Gachibowli,I15,Chicken 65,Starters,34,219.0,0.0,0,4,0,0,Hot,37.2,0,74,40,0,34
2025-05-09,R03,Hyderabad - Gachibowli,I16,Paneer Tikka,Starters,38,199.0,0.0,0,4,0,0,Hot,37.2,0,38,0,0,38
2025-05-09,R03,Hyderabad - Gachibowli,I17,Veg Spring Rolls,Starters,27,159.0,0.0,0,4,0,0,Hot,37.2,0,36,9,0,27
2025-05-09,R03,Hyderabad - Gachibowli,I18,Chicken Lollipop,Starters,26,229.0,0.0,0,4,0,0,Hot,37.2,0,42,16,0,26
2025-05-09,R03,Hyderabad - Gachibowli,I19,Gulab Jamun,Desserts,33,89.0,0.0,0,4,0,0,Hot,37.2,0,48,15,0,33
2025-05-09,R03,Hyderabad - Gachibowli,I20,Rasmalai,Desserts,25,99.0,0.0,0,4,0,0,Hot,37.2,0,33,8,0,25
2025-05-09,R03,Hyderabad - Gachibowli,I21,Gajar Halwa,Desserts,4,109.0,0.0,0,4,0,0,Hot,37.2,0,14,10,0,4
2025-05-09,R03,Hyderabad - Gachibowli,I22,Ice Cream Sundae,Desserts,49,129.0,0.0,0,4,0,0,Hot,37.2,0,61,12,0,49
2025-05-09,R03,Hyderabad - Gachibowli,I23,Masala Chai,Beverages,57,40.0,0.0,0,4,0,0,Hot,37.2,0,89,32,0,57
2025-05-09,R03,Hyderabad - Gachibowli,I24,Cold Coffee,Beverages,71,99.0,0.0,0,4,0,0,Hot,37.2,0,139,68,0,71
2025-05-09,R03,Hyderabad - Gachibowli,I25,Fresh Lime Soda,Beverages,68,69.0,0.0,0,4,0,0,Hot,37.2,0,112,44,0,68
2025-05-09,R03,Hyderabad - Gachibowli,I26,Mango Lassi,Beverages,93,89.0,0.0,0,4,0,0,Hot,37.2,0,93,0,1,111
2025-05-09,R03,Hyderabad - Gachibowli,I27,Mineral Water,Beverages,109,30.0,0.0,0,4,0,0,Hot,37.2,0,109,0,1,111
2025-05-09,R03,Hyderabad - Gachibowli,I28,Veg Fried Rice,Biryani & Rice,11,179.0,0.0,0,4,0,0,Hot,37.2,0,23,12,0,11
2025-05-09,R03,Hyderabad - Gachibowli,I29,Chicken Fried Rice,Biryani & Rice,22,219.0,0.0,0,4,0,0,Hot,37.2,0,34,12,0,22
2025-05-09,R03,Hyderabad - Gachibowli,I30,Soup of the Day,Starters,10,129.0,0.0,0,4,0,0,Hot,37.2,0,10,0,0,10
2025-05-10,R01,Bengaluru - Koramangala,I01,Chicken Biryani,Biryani & Rice,135,249.0,0.0,0,5,1,0,Sunny,33.6,0,199,64,0,135
2025-05-10,R01,Bengaluru - Koramangala,I02,Veg Biryani,Biryani & Rice,66,199.0,0.0,0,5,1,0,Sunny,33.6,0,84,18,0,66
2025-05-10,R01,Bengaluru - Koramangala,I03,Mutton Biryani,Biryani & Rice,42,329.0,0.0,0,5,1,0,Sunny,33.6,0,67,25,0,42
2025-05-10,R01,Bengaluru - Koramangala,I04,Jeera Rice,Biryani & Rice,18,149.0,0.0,0,5,1,0,Sunny,33.6,0,41,23,0,18
2025-05-10,R01,Bengaluru - Koramangala,I05,Butter Chicken,Main Course,61,269.0,0.0,0,5,1,0,Sunny,33.6,0,106,45,0,61
2025-05-10,R01,Bengaluru - Koramangala,I06,Paneer Butter Masala,Main Course,73,229.0,0.0,0,5,1,0,Sunny,33.6,0,85,12,0,73
2025-05-10,R01,Bengaluru - Koramangala,I07,Dal Makhani,Main Course,56,179.0,0.0,0,5,1,0,Sunny,33.6,0,82,26,0,56
2025-05-10,R01,Bengaluru - Koramangala,I08,Chicken Tikka Masala,Main Course,39,259.0,0.0,0,5,1,0,Sunny,33.6,0,83,44,0,39
2025-05-10,R01,Bengaluru - Koramangala,I09,Palak Paneer,Main Course,27,209.0,0.0,0,5,1,0,Sunny,33.6,0,55,28,0,27
2025-05-10,R01,Bengaluru - Koramangala,I10,Kadai Chicken,Main Course,62,249.0,0.0,0,5,1,0,Sunny,33.6,0,62,0,1,73
2025-05-10,R01,Bengaluru - Koramangala,I11,Butter Naan,Breads,142,45.0,0.0,0,5,1,0,Sunny,33.6,0,194,52,0,142
2025-05-10,R01,Bengaluru - Koramangala,I12,Garlic Naan,Breads,47,55.0,0.0,0,5,1,0,Sunny,33.6,0,123,76,0,47
2025-05-10,R01,Bengaluru - Koramangala,I13,Tandoori Roti,Breads,60,30.0,0.0,0,5,1,0,Sunny,33.6,0,123,63,0,60
2025-05-10,R01,Bengaluru - Koramangala,I14,Laccha Paratha,Breads,48,50.0,0.0,0,5,1,0,Sunny,33.6,0,69,21,0,48
2025-05-10,R01,Bengaluru - Koramangala,I15,Chicken 65,Starters,48,219.0,0.0,0,5,1,0,Sunny,33.6,0,109,61,0,48
2025-05-10,R01,Bengaluru - Koramangala,I16,Paneer Tikka,Starters,71,199.0,0.0,0,5,1,0,Sunny,33.6,0,71,0,1,75
2025-05-10,R01,Bengaluru - Koramangala,I17,Veg Spring Rolls,Starters,25,159.0,0.0,0,5,1,0,Sunny,33.6,0,41,16,0,25
2025-05-10,R01,Bengaluru - Koramangala,I18,Chicken Lollipop,Starters,26,229.0,0.0,0,5,1,0,Sunny,33.6,0,63,37,0,26
2025-05-10,R01,Bengaluru - Koramangala,I19,Gulab Jamun,Desserts,69,89.0,0.0,0,5,1,0,Sunny,33.6,0,69,0,1,75
2025-05-10,R01,Bengaluru - Koramangala,I20,Rasmalai,Desserts,38,99.0,0.0,0,5,1,0,Sunny,33.6,0,41,3,0,38
2025-05-10,R01,Bengaluru - Koramangala,I21,Gajar Halwa,Desserts,15,109.0,0.0,0,5,1,0,Sunny,33.6,0,21,6,0,15
2025-05-10,R01,Bengaluru - Koramangala,I22,Ice Cream Sundae,Desserts,68,129.0,0.0,0,5,1,0,Sunny,33.6,0,68,0,1,79
2025-05-10,R01,Bengaluru - Koramangala,I23,Masala Chai,Beverages,50,40.0,0.0,0,5,1,0,Sunny,33.6,0,119,69,0,50
2025-05-10,R01,Bengaluru - Koramangala,I24,Cold Coffee,Beverages,88,99.0,0.0,0,5,1,0,Sunny,33.6,0,144,56,0,88
2025-05-10,R01,Bengaluru - Koramangala,I25,Fresh Lime Soda,Beverages,46,69.0,0.0,0,5,1,0,Sunny,33.6,0,123,77,0,46
2025-05-10,R01,Bengaluru - Koramangala,I26,Mango Lassi,Beverages,55,89.0,0.0,0,5,1,0,Sunny,33.6,0,102,47,0,55
2025-05-10,R01,Bengaluru - Koramangala,I27,Mineral Water,Beverages,119,30.0,0.0,0,5,1,0,Sunny,33.6,0,125,6,0,119
2025-05-10,R01,Bengaluru - Koramangala,I28,Veg Fried Rice,Biryani & Rice,32,179.0,0.0,0,5,1,0,Sunny,33.6,0,32,0,1,35
2025-05-10,R01,Bengaluru - Koramangala,I29,Chicken Fried Rice,Biryani & Rice,33,219.0,0.0,0,5,1,0,Sunny,33.6,0,50,17,0,33
2025-05-10,R01,Bengaluru - Koramangala,I30,Soup of the Day,Starters,6,129.0,0.0,0,5,1,0,Sunny,33.6,0,21,15,0,6
2025-05-10,R02,Pune - Kalyani Nagar,I01,Chicken Biryani,Biryani & Rice,84,249.0,0.0,0,5,1,0,Sunny,33.6,0,156,72,0,84
2025-05-10,R02,Pune - Kalyani Nagar,I02,Veg Biryani,Biryani & Rice,64,199.0,0.0,0,5,1,0,Sunny,33.6,0,68,4,0,64
2025-05-10,R02,Pune - Kalyani Nagar,I03,Mutton Biryani,Biryani & Rice,51,329.0,0.0,0,5,1,0,Sunny,33.6,0,51,0,1,58
2025-05-10,R02,Pune - Kalyani Nagar,I04,Jeera Rice,Biryani & Rice,30,149.0,0.0,0,5,1,0,Sunny,33.6,0,35,5,0,30
2025-05-10,R02,Pune - Kalyani Nagar,I05,Butter Chicken,Main Course,40,269.0,0.0,0,5,1,0,Sunny,33.6,0,73,33,0,40
2025-05-10,R02,Pune - Kalyani Nagar,I06,Paneer Butter Masala,Main Course,40,229.0,0.0,0,5,1,0,Sunny,33.6,0,69,29,0,40
2025-05-10,R02,Pune - Kalyani Nagar,I07,Dal Makhani,Main Course,39,179.0,0.0,0,5,1,0,Sunny,33.6,0,46,7,0,39
2025-05-10,R02,Pune - Kalyani Nagar,I08,Chicken Tikka Masala,Main Course,36,259.0,0.0,0,5,1,0,Sunny,33.6,0,65,29,0,36
2025-05-10,R02,Pune - Kalyani Nagar,I09,Palak Paneer,Main Course,40,209.0,0.0,0,5,1,0,Sunny,33.6,0,40,0,1,60
2025-05-10,R02,Pune - Kalyani Nagar,I10,Kadai Chicken,Main Course,47,249.0,0.0,0,5,1,0,Sunny,33.6,0,60,13,0,47
2025-05-10,R02,Pune - Kalyani Nagar,I11,Butter Naan,Breads,100,45.0,0.0,0,5,1,0,Sunny,33.6,0,110,10,0,100
2025-05-10,R02,Pune - Kalyani Nagar,I12,Garlic Naan,Breads,56,55.0,0.0,0,5,1,0,Sunny,33.6,0,108,52,0,56
2025-05-10,R02,Pune - Kalyani Nagar,I13,Tandoori Roti,Breads,80,30.0,0.0,0,5,1,0,Sunny,33.6,0,96,16,0,80
2025-05-10,R02,Pune - Kalyani Nagar,I14,Laccha Paratha,Breads,50,50.0,0.0,0,5,1,0,Sunny,33.6,0,53,3,0,50
2025-05-10,R02,Pune - Kalyani Nagar,I15,Chicken 65,Starters,53,219.0,0.0,0,5,1,0,Sunny,33.6,0,82,29,0,53
2025-05-10,R02,Pune - Kalyani Nagar,I16,Paneer Tikka,Starters,28,199.0,0.0,0,5,1,0,Sunny,33.6,0,51,23,0,28
2025-05-10,R02,Pune - Kalyani Nagar,I17,Veg Spring Rolls,Starters,27,159.0,0.0,0,5,1,0,Sunny,33.6,0,39,12,0,27
2025-05-10,R02,Pune - Kalyani Nagar,I18,Chicken Lollipop,Starters,20,229.0,0.0,0,5,1,0,Sunny,33.6,0,50,30,0,20
2025-05-10,R02,Pune - Kalyani Nagar,I19,Gulab Jamun,Desserts,26,89.0,0.0,0,5,1,0,Sunny,33.6,0,58,32,0,26
2025-05-10,R02,Pune - Kalyani Nagar,I20,Rasmalai,Desserts,24,99.0,0.0,0,5,1,0,Sunny,33.6,0,34,10,0,24
2025-05-10,R02,Pune - Kalyani Nagar,I21,Gajar Halwa,Desserts,13,109.0,0.0,0,5,1,0,Sunny,33.6,0,16,3,0,13
2025-05-10,R02,Pune - Kalyani Nagar,I22,Ice Cream Sundae,Desserts,29,129.0,0.0,0,5,1,0,Sunny,33.6,0,60,31,0,29
2025-05-10,R02,Pune - Kalyani Nagar,I23,Masala Chai,Beverages,65,40.0,0.0,0,5,1,0,Sunny,33.6,0,88,23,0,65
2025-05-10,R02,Pune - Kalyani Nagar,I24,Cold Coffee,Beverages,85,99.0,0.0,0,5,1,0,Sunny,33.6,0,96,11,0,85
2025-05-10,R02,Pune - Kalyani Nagar,I25,Fresh Lime Soda,Beverages,66,69.0,0.0,0,5,1,0,Sunny,33.6,0,106,40,0,66
2025-05-10,R02,Pune - Kalyani Nagar,I26,Mango Lassi,Beverages,69,89.0,0.0,0,5,1,0,Sunny,33.6,0,69,0,1,76
2025-05-10,R02,Pune - Kalyani Nagar,I27,Mineral Water,Beverages,94,30.0,0.0,0,5,1,0,Sunny,33.6,0,127,33,0,94
2025-05-10,R02,Pune - Kalyani Nagar,I28,Veg Fried Rice,Biryani & Rice,18,179.0,0.0,0,5,1,0,Sunny,33.6,0,24,6,0,18
2025-05-10,R02,Pune - Kalyani Nagar,I29,Chicken Fried Rice,Biryani & Rice,18,219.0,0.0,0,5,1,0,Sunny,33.6,0,30,12,0,18
2025-05-10,R02,Pune - Kalyani Nagar,I30,Soup of the Day,Starters,11,129.0,0.0,0,5,1,0,Sunny,33.6,0,13,2,0,11
2025-05-10,R03,Hyderabad - Gachibowli,I01,Chicken Biryani,Biryani & Rice,150,249.0,0.0,0,5,1,0,Sunny,33.6,0,150,0,1,172
2025-05-10,R03,Hyderabad - Gachibowli,I02,Veg Biryani,Biryani & Rice,59,199.0,0.0,0,5,1,0,Sunny,33.6,0,74,15,0,59
2025-05-10,R03,Hyderabad - Gachibowli,I03,Mutton Biryani,Biryani & Rice,54,329.0,0.0,0,5,1,0,Sunny,33.6,0,61,7,0,54
2025-05-10,R03,Hyderabad - Gachibowli,I04,Jeera Rice,Biryani & Rice,22,149.0,0.0,0,5,1,0,Sunny,33.6,0,29,7,0,22
2025-05-10,R03,Hyderabad - Gachibowli,I05,Butter Chicken,Main Course,31,269.0,0.0,0,5,1,0,Sunny,33.6,0,86,55,0,31
2025-05-10,R03,Hyderabad - Gachibowli,I06,Paneer Butter Masala,Main Course,49,229.0,0.0,0,5,1,0,Sunny,33.6,0,71,22,0,49
2025-05-10,R03,Hyderabad - Gachibowli,I07,Dal Makhani,Main Course,47,179.0,0.0,0,5,1,0,Sunny,33.6,0,67,20,0,47
2025-05-10,R03,Hyderabad - Gachibowli,I08,Chicken Tikka Masala,Main Course,40,259.0,0.0,0,5,1,0,Sunny,33.6,0,51,11,0,40
2025-05-10,R03,Hyderabad - Gachibowli,I09,Palak Paneer,Main Course,46,209.0,0.0,0,5,1,0,Sunny,33.6,0,54,8,0,46
2025-05-10,R03,Hyderabad - Gachibowli,I10,Kadai Chicken,Main Course,63,249.0,0.0,0,5,1,0,Sunny,33.6,0,63,0,1,81
2025-05-10,R03,Hyderabad - Gachibowli,I11,Butter Naan,Breads,77,45.0,0.0,0,5,1,0,Sunny,33.6,0,115,38,0,77
2025-05-10,R03,Hyderabad - Gachibowli,I12,Garlic Naan,Breads,60,55.0,0.0,0,5,1,0,Sunny,33.6,0,79,19,0,60
2025-05-10,R03,Hyderabad - Gachibowli,I13,Tandoori Roti,Breads,94,30.0,0.0,0,5,1,0,Sunny,33.6,0,115,21,0,94
2025-05-10,R03,Hyderabad - Gachibowli,I14,Laccha Paratha,Breads,53,50.0,0.0,0,5,1,0,Sunny,33.6,0,53,0,1,71
